[2024-06-14T22:00:13.902Z] debug: 	Saved 2 profiles, took: 10.18ms
[2024-06-14T22:10:57.673Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:57.673Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:57.673Z] debug: 	Plate slot: Left_side_plate selection for armor: 5c0e5edb86f77461f55ed1f7 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:57.673Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_zhuk3 5c0e5edb86f77461f55ed1f7, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:10:57.673Z] debug: 	Plate slot: Right_side_plate selection for armor: 5c0e5edb86f77461f55ed1f7 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:57.754Z] debug: 	Generated 15 sptUsec () normal bots
[2024-06-14T22:10:57.754Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:57.755Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:57.756Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:57.757Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:57.757Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:57.758Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:57.759Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:57.764Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:10:57.784Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:57.784Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:57.807Z] debug: 	No default: mod_reciever mod found on template: weapon_glock_glock_17_gen3_9x19 and multiple items found in existing pool
[2024-06-14T22:10:57.827Z] debug: 	unknown
[2024-06-14T22:10:57.867Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:10:57.867Z] debug: 	Plate slot: Left_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:57.888Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:57.889Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:57.889Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:57.907Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:10:57.907Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:57.926Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:57.927Z] debug: 	Plate slot: Right_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:57.948Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:57.948Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:57.948Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:57.991Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-14T22:10:58.009Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:10:58.009Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:10:58.032Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_ak104_762x39 and multiple items found in existing pool
[2024-06-14T22:10:58.070Z] debug: 	Generated 15 sptUsec () hard bots
[2024-06-14T22:10:58.070Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:58.071Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:58.072Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:58.073Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:58.073Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:58.074Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:58.074Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:10:58.484Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:10:58.499Z] debug: 	Failed to place item 3 of 4 items into assault containers: Pockets. Tried 4 times, reason: NO_SPACE, skipping
[2024-06-14T22:10:58.602Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:10:58.733Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-14T22:10:58.951Z] debug: 	Failed to place item 4 of 6 items into assault containers: TacticalVest. Tried 4 times, reason: NO_SPACE, skipping
[2024-06-14T22:10:59.194Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:10:59.222Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:10:59.250Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:10:59.278Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:10:59.369Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:10:59.401Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:10:59.874Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:10:59.900Z] debug: 	Generated 50 assault () normal bots
[2024-06-14T22:10:59.901Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:00.313Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:00.722Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:00.755Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:00.822Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:00.942Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:01.287Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:01.467Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-14T22:11:01.494Z] debug: 	Generated 50 assault () easy bots
[2024-06-14T22:11:01.496Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:01.497Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:01.710Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:02.048Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:02.713Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:03.008Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:03.156Z] debug: 	Generated 50 assault () hard bots
[2024-06-14T22:11:03.156Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:03.158Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:03.159Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:03.160Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:03.160Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:03.161Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:03.161Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:03.166Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/assault
[2024-06-14T22:11:03.168Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/bossKolontay
[2024-06-14T22:11:03.169Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/followerKolontayAssault
[2024-06-14T22:11:03.170Z] info: 	[Requête Client] /singleplayer/settings/bot/limit/followerKolontaySecurity
[2024-06-14T22:11:03.252Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:03.633Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:03.730Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:03.805Z] debug: 	No default: mod_pistol_grip mod found on template: weapon_mossberg_590a1_12g and multiple items found in existing pool
[2024-06-14T22:11:04.365Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:04.684Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:04.800Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:05.349Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:05.431Z] debug: 	Failed to place item 4 of 6 items into assault containers: TacticalVest. Tried 4 times, reason: NO_SPACE, skipping
[2024-06-14T22:11:05.798Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:05.854Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:06.133Z] debug: 	Generated 50 assault () normal bots
[2024-06-14T22:11:06.135Z] debug: 	No default: mod_pistol_grip mod found on template: weapon_mossberg_590a1_12g and multiple items found in existing pool
[2024-06-14T22:11:07.233Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-14T22:11:07.270Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:07.699Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:07.895Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:07.928Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-14T22:11:08.044Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr133_12g and multiple items found in existing pool
[2024-06-14T22:11:08.158Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:08.193Z] debug: 	No default: mod_muzzle mod found on template: weapon_remington_model_870_12g and multiple items found in existing pool
[2024-06-14T22:11:08.228Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmeh_mr153_12g and multiple items found in existing pool
[2024-06-14T22:11:08.522Z] debug: 	Generated 50 assault () easy bots
[2024-06-14T22:11:09.128Z] debug: 	Generated 5 bossKolontay () normal bots
[2024-06-14T22:11:10.443Z] debug: 	Generated 10 followerKolontayAssault () normal bots
[2024-06-14T22:11:11.828Z] debug: 	Generated 10 followerKolontaySecurity () normal bots
[2024-06-14T22:11:11.831Z] debug: 	Saved 2 profiles, took: 3.29ms
[2024-06-14T22:11:13.665Z] info: 	[Requête Client] /singleplayer/sandbox/maxpatrol
[2024-06-14T22:11:13.704Z] info: 	[Requête Client] /vcql/zones/get
[2024-06-14T22:11:15.547Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:15.591Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:11:15.592Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:11:15.592Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_ak74n_545x39 and multiple items found in existing pool
[2024-06-14T22:11:15.625Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:11:15.626Z] debug: 	No default: mod_muzzle mod found on template: weapon_izhmash_mosin_infantry_762x54 and multiple items found in existing pool
[2024-06-14T22:11:15.679Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:11:15.679Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:11:15.680Z] debug: 	No default: mod_stock mod found on template: weapon_adar_2-15_556x45 and multiple items found in existing pool
[2024-06-14T22:11:15.742Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:11:15.743Z] debug: 	No default: mod_reciever mod found on template: weapon_izhmash_akms_762x39 and multiple items found in existing pool
[2024-06-14T22:11:15.832Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_kirasa 5b44d22286f774172b0c9de8, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:11:15.865Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:11:15.865Z] debug: 	Plate slot: Back_plate selection for armor: 5c0e5bab86f77461f55ed1f3 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:11:15.892Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
[2024-06-14T22:11:15.959Z] debug: 	No default: mod_muzzle mod found on template: weapon_kalashnikov_mp155_12g and multiple items found in existing pool
[2024-06-14T22:11:15.985Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_custom_thorcrv 609e8540d5c319764c2bc2e9, unable to find plates of level: 3. Using mod items default plate
[2024-06-14T22:11:15.985Z] debug: 	Plate slot: Right_side_plate selection for armor: 609e8540d5c319764c2bc2e9 failed: NO_DEFAULT_FILTER, skipping
[2024-06-14T22:11:16.010Z] debug: 	Generated 15 sptUsec () hard bots
[2024-06-14T22:11:16.012Z] info: 	[Requête Client] /QuestingBots/GenerateBot/0
[2024-06-14T22:11:16.049Z] debug: 	Plate filter was too restrictive for armor: item_equipment_armor_6b23_digital 5c0e5bab86f77461f55ed1f3, unable to find plates of level: 2. Using mod items default plate
